,State,State Code,Region,Division,Year,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote
937,Kentucky,KY,South,East South Central,2004,5.15,7.05,5.15,7.05,5.15,7.05,188.9,5.15,5.15,7.05,5.15,7.05,
938,Kentucky,KY,South,East South Central,2005,5.15,6.82,5.15,6.82,5.15,6.82,195.3,5.15,5.15,6.82,5.15,6.82,
939,Kentucky,KY,South,East South Central,2006,5.15,6.61,5.15,6.61,5.15,6.61,201.6,5.15,5.15,6.61,5.15,6.61,
940,Kentucky,KY,South,East South Central,2007,5.15,6.42,5.15,6.42,5.15,6.42,207.342,5.15,5.15,6.42,5.15,6.42,
941,Kentucky,KY,South,East South Central,2008,5.85,7.03,5.85,7.03,5.85,7.03,215.303,5.85,5.85,7.03,5.85,7.03,
942,Kentucky,KY,South,East South Central,2009,6.55,7.9,6.55,7.9,6.55,7.9,214.537,6.55,6.55,7.9,6.55,7.9,
943,Kentucky,KY,South,East South Central,2010,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,
944,Kentucky,KY,South,East South Central,2011,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,
945,Kentucky,KY,South,East South Central,2012,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,
946,Kentucky,KY,South,East South Central,2013,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,
947,Kentucky,KY,South,East South Central,2014,7.25,7.92,7.25,7.92,7.25,7.92,236.736,7.25,7.25,7.92,7.25,7.92,
948,Kentucky,KY,South,East South Central,2015,7.25,7.91,7.25,7.91,7.25,7.91,237.017,7.25,7.25,7.91,7.25,7.91,
949,Kentucky,KY,South,East South Central,2016,7.25,7.81,7.25,7.81,7.25,7.81,240.007,7.25,7.25,7.81,7.25,7.81,
950,Kentucky,KY,South,East South Central,2017,7.25,7.65,7.25,7.65,7.25,7.65,245.12,7.25,7.25,7.65,7.25,7.65,
951,Kentucky,KY,South,East South Central,2018,7.25,7.47,7.25,7.47,7.25,7.47,251.107,7.25,7.25,7.47,7.25,7.47,
952,Kentucky,KY,South,East South Central,2019,7.25,7.34,7.25,7.34,7.25,7.34,255.657,7.25,7.25,7.34,7.25,7.34,
953,Kentucky,KY,South,East South Central,2020,7.25,7.25,7.25,7.25,7.25,7.25,258.66,7.25,7.25,7.25,7.25,7.25,
954,Louisiana,LA,South,West South Central,1968,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
955,Louisiana,LA,South,West South Central,1969,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
956,Louisiana,LA,South,West South Central,1970,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
957,Louisiana,LA,South,West South Central,1971,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
958,Louisiana,LA,South,West South Central,1972,0.0,0.0,1.6,9.9,1.6,9.9,41.8,...,0.0,0.0,0.0,0.0,
959,Louisiana,LA,South,West South Central,1973,0.0,0.0,1.6,9.32,1.6,9.32,44.4,...,0.0,0.0,0.0,0.0,
960,Louisiana,LA,South,West South Central,1974,0.0,0.0,1.6,8.39,1.6,8.39,49.3,...,0.0,0.0,0.0,0.0,
961,Louisiana,LA,South,West South Central,1975,0.0,0.0,1.6,7.69,1.6,7.69,53.8,...,0.0,0.0,0.0,0.0,
962,Louisiana,LA,South,West South Central,1976,0.0,0.0,2.2,10.0,2.2,10.0,56.9,...,0.0,0.0,0.0,0.0,
963,Louisiana,LA,South,West South Central,1977,0.0,0.0,2.2,9.39,2.2,9.39,60.6,...,0.0,0.0,0.0,0.0,
964,Louisiana,LA,South,West South Central,1978,0.0,0.0,2.2,8.73,2.2,8.73,65.2,...,0.0,0.0,0.0,0.0,
965,Louisiana,LA,South,West South Central,1979,0.0,0.0,2.9,10.33,2.9,10.33,72.6,...,0.0,0.0,0.0,0.0,
966,Louisiana,LA,South,West South Central,1980,0.0,0.0,3.1,9.73,3.1,9.73,82.4,...,0.0,0.0,0.0,0.0,
967,Louisiana,LA,South,West South Central,1981,0.0,0.0,3.35,9.53,3.35,9.53,90.9,...,0.0,0.0,0.0,0.0,
968,Louisiana,LA,South,West South Central,1982,0.0,0.0,3.35,8.98,3.35,8.98,96.5,...,0.0,0.0,0.0,0.0,
969,Louisiana,LA,South,West South Central,1983,0.0,0.0,3.35,8.7,3.35,8.7,99.6,...,0.0,0.0,0.0,0.0,
970,Louisiana,LA,South,West South Central,1984,0.0,0.0,3.35,8.34,3.35,8.34,103.9,...,0.0,0.0,0.0,0.0,
971,Louisiana,LA,South,West South Central,1985,0.0,0.0,3.35,8.05,3.35,8.05,107.6,...,0.0,0.0,0.0,0.0,
972,Louisiana,LA,South,West South Central,1986,0.0,0.0,3.35,7.91,3.35,7.91,109.6,...,0.0,0.0,0.0,0.0,
973,Louisiana,LA,South,West South Central,1987,0.0,0.0,3.35,7.63,3.35,7.63,113.6,...,0.0,0.0,0.0,0.0,
974,Louisiana,LA,South,West South Central,1988,0.0,0.0,3.35,7.32,3.35,7.32,118.3,...,0.0,0.0,0.0,0.0,
975,Louisiana,LA,South,West South Central,1989,0.0,0.0,3.35,6.99,3.35,6.99,124.0,...,0.0,0.0,0.0,0.0,
976,Louisiana,LA,South,West South Central,1990,0.0,0.0,3.35,6.63,3.35,6.63,130.7,...,0.0,0.0,0.0,0.0,
977,Louisiana,LA,South,West South Central,1991,0.0,0.0,3.8,7.22,3.8,7.22,136.2,...,0.0,0.0,0.0,0.0,
978,Louisiana,LA,South,West South Central,1992,0.0,0.0,4.25,7.84,4.25,7.84,140.3,...,0.0,0.0,0.0,0.0,
979,Louisiana,LA,South,West South Central,1993,0.0,0.0,4.25,7.61,4.25,7.61,144.5,...,0.0,0.0,0.0,0.0,
980,Louisiana,LA,South,West South Central,1994,0.0,0.0,4.25,7.42,4.25,7.42,148.2,...,0.0,0.0,0.0,0.0,
981,Louisiana,LA,South,West South Central,1995,0.0,0.0,4.25,7.21,4.25,7.21,152.4,...,0.0,0.0,0.0,0.0,
982,Louisiana,LA,South,West South Central,1996,0.0,0.0,4.25,7.01,4.25,7.01,156.9,...,0.0,0.0,0.0,0.0,
983,Louisiana,LA,South,West South Central,1997,0.0,0.0,4.75,7.66,4.75,7.66,160.5,...,0.0,0.0,0.0,0.0,
984,Louisiana,LA,South,West South Central,1998,0.0,0.0,5.15,8.17,5.15,8.17,163.0,...,0.0,0.0,0.0,0.0,
985,Louisiana,LA,South,West South Central,1999,0.0,0.0,5.15,8.0,5.15,8.0,166.6,...,0.0,0.0,0.0,0.0,
986,Louisiana,LA,South,West South Central,2000,0.0,0.0,5.15,7.74,5.15,7.74,172.2,...,0.0,0.0,0.0,0.0,
987,Louisiana,LA,South,West South Central,2001,0.0,0.0,5.15,7.52,5.15,7.52,177.1,...,0.0,0.0,0.0,0.0,
988,Louisiana,LA,South,West South Central,2002,0.0,0.0,5.15,7.4,5.15,7.4,179.9,...,0.0,0.0,0.0,0.0,
989,Louisiana,LA,South,West South Central,2003,0.0,0.0,5.15,7.24,5.15,7.24,184.0,...,0.0,0.0,0.0,0.0,
990,Louisiana,LA,South,West South Central,2004,0.0,0.0,5.15,7.05,5.15,7.05,188.9,...,0.0,0.0,0.0,0.0,
991,Louisiana,LA,South,West South Central,2005,0.0,0.0,5.15,6.82,5.15,6.82,195.3,...,0.0,0.0,0.0,0.0,
992,Louisiana,LA,South,West South Central,2006,0.0,0.0,5.15,6.61,5.15,6.61,201.6,...,0.0,0.0,0.0,0.0,
993,Louisiana,LA,South,West South Central,2007,0.0,0.0,5.15,6.42,5.15,6.42,207.342,...,0.0,0.0,0.0,0.0,
994,Louisiana,LA,South,West South Central,2008,0.0,0.0,5.85,7.03,5.85,7.03,215.303,...,0.0,0.0,0.0,0.0,
995,Louisiana,LA,South,West South Central,2009,0.0,0.0,6.55,7.9,6.55,7.9,214.537,...,0.0,0.0,0.0,0.0,
996,Louisiana,LA,South,West South Central,2010,0.0,0.0,7.25,8.6,7.25,8.6,218.056,...,0.0,0.0,0.0,0.0,
997,Louisiana,LA,South,West South Central,2011,0.0,0.0,7.25,8.34,7.25,8.34,224.939,...,0.0,0.0,0.0,0.0,
998,Louisiana,LA,South,West South Central,2012,0.0,0.0,7.25,8.17,7.25,8.17,229.594,...,0.0,0.0,0.0,0.0,
999,Louisiana,LA,South,West South Central,2013,0.0,0.0,7.25,8.05,7.25,8.05,232.957,...,0.0,0.0,0.0,0.0,
1000,Louisiana,LA,South,West South Central,2014,0.0,0.0,7.25,7.92,7.25,7.92,236.736,...,0.0,0.0,0.0,0.0,
1001,Louisiana,LA,South,West South Central,2015,0.0,0.0,7.25,7.91,7.25,7.91,237.017,...,0.0,0.0,0.0,0.0,
1002,Louisiana,LA,South,West South Central,2016,0.0,0.0,7.25,7.81,7.25,7.81,240.007,...,0.0,0.0,0.0,0.0,
1003,Louisiana,LA,South,West South Central,2017,0.0,0.0,7.25,7.65,7.25,7.65,245.12,...,0.0,0.0,0.0,0.0,
1004,Louisiana,LA,South,West South Central,2018,0.0,0.0,7.25,7.47,7.25,7.47,251.107,...,0.0,0.0,0.0,0.0,
1005,Louisiana,LA,South,West South Central,2019,0.0,0.0,7.25,7.34,7.25,7.34,255.657,...,0.0,0.0,0.0,0.0,
1006,Louisiana,LA,South,West South Central,2020,0.0,0.0,7.25,7.25,7.25,7.25,258.66,...,0.0,0.0,0.0,0.0,
1007,Massachusetts,MA,Northeast,New England,1968,1.6,11.89,1.15,8.55,1.6,11.89,34.8,1.6,1.6,11.89,1.6,11.89,
1008,Massachusetts,MA,Northeast,New England,1969,1.6,11.28,1.15,8.11,1.6,11.28,36.7,1.6,1.6,11.28,1.6,11.28,
1009,Massachusetts,MA,Northeast,New England,1970,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
1010,Massachusetts,MA,Northeast,New England,1971,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
1011,Massachusetts,MA,Northeast,New England,1972,1.75,10.83,1.6,9.9,1.75,10.83,41.8,1.75,1.75,10.83,1.75,10.83,
1012,Massachusetts,MA,Northeast,New England,1973,1.75,10.19,1.6,9.32,1.75,10.19,44.4,1.75,1.75,10.19,1.75,10.19,
1013,Massachusetts,MA,Northeast,New England,1974,1.75,9.18,1.6,8.39,1.75,9.18,49.3,1.75,1.75,9.18,1.75,9.18,
1014,Massachusetts,MA,Northeast,New England,1975,1.75,8.41,1.6,7.69,1.75,8.41,53.8,1.75,1.75,8.41,1.75,8.41,
1015,Massachusetts,MA,Northeast,New England,1976,2.1,9.55,2.2,10.0,2.2,10.0,56.9,2.1,2.1,9.55,2.1,9.55,
1016,Massachusetts,MA,Northeast,New England,1977,2.1,8.96,2.2,9.39,2.2,9.39,60.6,2.1,2.1,8.96,2.1,8.96,
1017,Massachusetts,MA,Northeast,New England,1978,2.1,8.33,2.2,8.73,2.2,8.73,65.2,2.1,2.1,8.33,2.1,8.33,
1018,Massachusetts,MA,Northeast,New England,1979,2.9,10.33,2.9,10.33,2.9,10.33,72.6,2.9,2.9,10.33,2.9,10.33,
1019,Massachusetts,MA,Northeast,New England,1980,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
1020,Massachusetts,MA,Northeast,New England,1981,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
1021,Massachusetts,MA,Northeast,New England,1982,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
1022,Massachusetts,MA,Northeast,New England,1983,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1023,Massachusetts,MA,Northeast,New England,1984,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1024,Massachusetts,MA,Northeast,New England,1985,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1025,Massachusetts,MA,Northeast,New England,1986,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1026,Massachusetts,MA,Northeast,New England,1987,3.35,7.63,3.35,7.63,3.35,7.63,113.6,3.35,3.35,7.63,3.35,7.63,
1027,Massachusetts,MA,Northeast,New England,1988,3.65,7.98,3.35,7.32,3.65,7.98,118.3,3.65,3.65,7.98,3.65,7.98,
1028,Massachusetts,MA,Northeast,New England,1989,3.65,7.61,3.35,6.99,3.65,7.61,124.0,3.65,3.65,7.61,3.65,7.61,
1029,Massachusetts,MA,Northeast,New England,1990,3.65,7.22,3.35,6.63,3.65,7.22,130.7,3.65,3.65,7.22,3.65,7.22,
1030,Massachusetts,MA,Northeast,New England,1991,3.75,7.12,3.8,7.22,3.8,7.22,136.2,3.75,3.75,7.12,3.75,7.12,
1031,Massachusetts,MA,Northeast,New England,1992,4.25,7.84,4.25,7.84,4.25,7.84,140.3,4.25,4.25,7.84,4.25,7.84,
1032,Massachusetts,MA,Northeast,New England,1993,4.25,7.61,4.25,7.61,4.25,7.61,144.5,4.25,4.25,7.61,4.25,7.61,
1033,Massachusetts,MA,Northeast,New England,1994,4.25,7.42,4.25,7.42,4.25,7.42,148.2,4.25,4.25,7.42,4.25,7.42,
1034,Massachusetts,MA,Northeast,New England,1995,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1035,Massachusetts,MA,Northeast,New England,1996,4.75,7.83,4.25,7.01,4.75,7.83,156.9,4.75,4.75,7.83,4.75,7.83,
1036,Massachusetts,MA,Northeast,New England,1997,5.25,8.46,4.75,7.66,5.25,8.46,160.5,5.25,5.25,8.46,5.25,8.46,
1037,Massachusetts,MA,Northeast,New England,1998,5.25,8.33,5.15,8.17,5.25,8.33,163.0,5.25,5.25,8.33,5.25,8.33,
1038,Massachusetts,MA,Northeast,New England,1999,5.25,8.15,5.15,8.0,5.25,8.15,166.6,5.25,5.25,8.15,5.25,8.15,
1039,Massachusetts,MA,Northeast,New England,2000,6.0,9.01,5.15,7.74,6.0,9.01,172.2,6,6.0,9.01,6.0,9.01,
1040,Massachusetts,MA,Northeast,New England,2001,6.75,9.86,5.15,7.52,6.75,9.86,177.1,6.75,6.75,9.86,6.75,9.86,
1041,Massachusetts,MA,Northeast,New England,2002,6.75,9.71,5.15,7.4,6.75,9.71,179.9,6.75,6.75,9.71,6.75,9.71,
1042,Massachusetts,MA,Northeast,New England,2003,6.75,9.49,5.15,7.24,6.75,9.49,184.0,6.75,6.75,9.49,6.75,9.49,
1043,Massachusetts,MA,Northeast,New England,2004,6.75,9.24,5.15,7.05,6.75,9.24,188.9,6.75,6.75,9.24,6.75,9.24,
1044,Massachusetts,MA,Northeast,New England,2005,6.75,8.94,5.15,6.82,6.75,8.94,195.3,6.75,6.75,8.94,6.75,8.94,
1045,Massachusetts,MA,Northeast,New England,2006,6.75,8.66,5.15,6.61,6.75,8.66,201.6,6.75,6.75,8.66,6.75,8.66,
1046,Massachusetts,MA,Northeast,New England,2007,7.5,9.36,5.15,6.42,7.5,9.36,207.342,7.5,7.5,9.36,7.5,9.36,
1047,Massachusetts,MA,Northeast,New England,2008,8.0,9.61,5.85,7.03,8.0,9.61,215.303,8,8.0,9.61,8.0,9.61,
1048,Massachusetts,MA,Northeast,New England,2009,8.0,9.65,6.55,7.9,8.0,9.65,214.537,8,8.0,9.65,8.0,9.65,
1049,Massachusetts,MA,Northeast,New England,2010,8.0,9.49,7.25,8.6,8.0,9.49,218.056,8,8.0,9.49,8.0,9.49,
1050,Massachusetts,MA,Northeast,New England,2011,8.0,9.2,7.25,8.34,8.0,9.2,224.939,8,8.0,9.2,8.0,9.2,
1051,Massachusetts,MA,Northeast,New England,2012,8.0,9.01,7.25,8.17,8.0,9.01,229.594,8,8.0,9.01,8.0,9.01,
1052,Massachusetts,MA,Northeast,New England,2013,8.0,8.88,7.25,8.05,8.0,8.88,232.957,8,8.0,8.88,8.0,8.88,
1053,Massachusetts,MA,Northeast,New England,2014,8.0,8.74,7.25,7.92,8.0,8.74,236.736,8,8.0,8.74,8.0,8.74,
1054,Massachusetts,MA,Northeast,New England,2015,9.0,9.82,7.25,7.91,9.0,9.82,237.017,9,9.0,9.82,9.0,9.82,
1055,Massachusetts,MA,Northeast,New England,2016,10.0,10.78,7.25,7.81,10.0,10.78,240.007,10,10.0,10.78,10.0,10.78,
1056,Massachusetts,MA,Northeast,New England,2017,11.0,11.61,7.25,7.65,11.0,11.61,245.12,11,11.0,11.61,11.0,11.61,
1057,Massachusetts,MA,Northeast,New England,2018,11.0,11.33,7.25,7.47,11.0,11.33,251.107,11,11.0,11.33,11.0,11.33,
1058,Massachusetts,MA,Northeast,New England,2019,12.75,12.9,7.25,7.34,12.75,12.9,255.657,12.75,12.75,12.9,12.75,12.9,
1059,Massachusetts,MA,Northeast,New England,2020,12.75,12.75,7.25,7.25,12.75,12.75,258.66,12.75,12.75,12.75,12.75,12.75,
1060,Maryland,MD,South,South Atlantic,1968,1.0,7.43,1.15,8.55,1.15,8.55,34.8,1.00 & 1.15,1.0,7.43,1.15,8.55,
1061,Maryland,MD,South,South Atlantic,1969,1.0,7.05,1.15,8.11,1.15,8.11,36.7,1.00 & 1.15,1.0,7.05,1.15,8.11,
1062,Maryland,MD,South,South Atlantic,1970,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.3,1.3,8.67,1.3,8.67,
1063,Maryland,MD,South,South Atlantic,1971,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.3,1.3,8.3,1.3,8.3,
1064,Maryland,MD,South,South Atlantic,1972,1.6,9.9,1.6,9.9,1.6,9.9,41.8,1.6,1.6,9.9,1.6,9.9,
1065,Maryland,MD,South,South Atlantic,1973,1.6,9.32,1.6,9.32,1.6,9.32,44.4,1.6,1.6,9.32,1.6,9.32,
1066,Maryland,MD,South,South Atlantic,1974,1.6,8.39,1.6,8.39,1.6,8.39,49.3,1.6,1.6,8.39,1.6,8.39,
1067,Maryland,MD,South,South Atlantic,1975,1.6,7.69,1.6,7.69,1.6,7.69,53.8,1.6,1.6,7.69,1.6,7.69,
1068,Maryland,MD,South,South Atlantic,1976,2.2,10.0,2.2,10.0,2.2,10.0,56.9,2.20 & 2.30,2.2,10.0,2.3,10.46,
1069,Maryland,MD,South,South Atlantic,1977,2.2,9.39,2.2,9.39,2.2,9.39,60.6,2.20 & 2.30,2.2,9.39,2.3,9.82,
1070,Maryland,MD,South,South Atlantic,1978,2.2,8.73,2.2,8.73,2.2,8.73,65.2,2.20 & 2.30,2.2,8.73,2.3,9.12,
1071,Maryland,MD,South,South Atlantic,1979,2.9,10.33,2.9,10.33,2.9,10.33,72.6,2.9,2.9,10.33,2.9,10.33,
1072,Maryland,MD,South,South Atlantic,1980,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
1073,Maryland,MD,South,South Atlantic,1981,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
1074,Maryland,MD,South,South Atlantic,1982,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
